"Notes"	"Gender"	"Gender Code"	"Hispanic Origin"	"Hispanic Origin Code"	"Single-Year Ages"	"Single-Year Ages Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"28 years"	"28"	"2015"	"2015"	480	466335	102.9
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"28 years"	"28"	"2016"	"2016"	612	472834	129.4
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"28 years"	"28"	"2017"	"2017"	600	485914	123.5
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"28 years"	"28"	"2018"	"2018"	647	511016	126.6
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"29 years"	"29"	"1999"	"1999"	400	347103	115.2
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"29 years"	"29"	"2000"	"2000"	421	362153	116.2
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"29 years"	"29"	"2001"	"2001"	446	369093	120.8
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"29 years"	"29"	"2002"	"2002"	461	376506	122.4
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"29 years"	"29"	"2003"	"2003"	457	381198	119.9
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"29 years"	"29"	"2004"	"2004"	471	401919	117.2
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"29 years"	"29"	"2005"	"2005"	452	405877	111.4
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"29 years"	"29"	"2006"	"2006"	484	414557	116.8
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"29 years"	"29"	"2007"	"2007"	463	424813	109.0
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"29 years"	"29"	"2008"	"2008"	492	431686	114.0
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"29 years"	"29"	"2009"	"2009"	498	453950	109.7
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"29 years"	"29"	"2010"	"2010"	450	454253	99.1
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"29 years"	"29"	"2011"	"2011"	422	462807	91.2
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"29 years"	"29"	"2012"	"2012"	471	463238	101.7
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"29 years"	"29"	"2013"	"2013"	420	457367	91.8
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"29 years"	"29"	"2014"	"2014"	469	472659	99.2
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"29 years"	"29"	"2015"	"2015"	533	472034	112.9
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"29 years"	"29"	"2016"	"2016"	589	465362	126.6
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"29 years"	"29"	"2017"	"2017"	618	484067	127.7
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"29 years"	"29"	"2018"	"2018"	629	487006	129.2
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"30 years"	"30"	"1999"	"1999"	385	355936	108.2
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"30 years"	"30"	"2000"	"2000"	413	366719	112.6
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"30 years"	"30"	"2001"	"2001"	437	367442	118.9
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"30 years"	"30"	"2002"	"2002"	487	376336	129.4
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"30 years"	"30"	"2003"	"2003"	445	384032	115.9
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"30 years"	"30"	"2004"	"2004"	419	390172	107.4
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"30 years"	"30"	"2005"	"2005"	448	412965	108.5
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"30 years"	"30"	"2006"	"2006"	471	418591	112.5
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"30 years"	"30"	"2007"	"2007"	495	427895	115.7
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"30 years"	"30"	"2008"	"2008"	476	439791	108.2
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"30 years"	"30"	"2009"	"2009"	463	447527	103.5
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"30 years"	"30"	"2010"	"2010"	447	466872	95.7
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"30 years"	"30"	"2011"	"2011"	451	455909	98.9
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"30 years"	"30"	"2012"	"2012"	427	463003	92.2
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"30 years"	"30"	"2013"	"2013"	472	464778	101.6
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"30 years"	"30"	"2014"	"2014"	438	455978	96.1
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"30 years"	"30"	"2015"	"2015"	501	475145	105.4
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"30 years"	"30"	"2016"	"2016"	568	470874	120.6
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"30 years"	"30"	"2017"	"2017"	627	476078	131.7
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"30 years"	"30"	"2018"	"2018"	645	485198	132.9
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"31 years"	"31"	"1999"	"1999"	405	320811	126.2
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"31 years"	"31"	"2000"	"2000"	423	332611	127.2
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"31 years"	"31"	"2001"	"2001"	419	371687	112.7
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"31 years"	"31"	"2002"	"2002"	442	367484	120.3
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"31 years"	"31"	"2003"	"2003"	454	372783	121.8
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"31 years"	"31"	"2004"	"2004"	413	377987	109.3
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"31 years"	"31"	"2005"	"2005"	493	381864	129.1
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"31 years"	"31"	"2006"	"2006"	484	401328	120.6
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"31 years"	"31"	"2007"	"2007"	469	403393	116.3
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"31 years"	"31"	"2008"	"2008"	453	409535	110.6
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"31 years"	"31"	"2009"	"2009"	467	417376	111.9
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"31 years"	"31"	"2010"	"2010"	432	419684	102.9
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"31 years"	"31"	"2011"	"2011"	457	473573	96.5
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"31 years"	"31"	"2012"	"2012"	506	455978	111.0
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"31 years"	"31"	"2013"	"2013"	467	464456	100.5
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"31 years"	"31"	"2014"	"2014"	484	463846	104.3
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"31 years"	"31"	"2015"	"2015"	472	458681	102.9
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"31 years"	"31"	"2016"	"2016"	587	473604	123.9
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"31 years"	"31"	"2017"	"2017"	603	480992	125.4
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"31 years"	"31"	"2018"	"2018"	612	477302	128.2
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"32 years"	"32"	"1999"	"1999"	439	323367	135.8
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"32 years"	"32"	"2000"	"2000"	444	330168	134.5
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"32 years"	"32"	"2001"	"2001"	424	342988	123.6
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"32 years"	"32"	"2002"	"2002"	423	376264	112.4
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"32 years"	"32"	"2003"	"2003"	447	372082	120.1
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"32 years"	"32"	"2004"	"2004"	443	378482	117.0
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"32 years"	"32"	"2005"	"2005"	476	384940	123.7
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"32 years"	"32"	"2006"	"2006"	469	389813	120.3
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"32 years"	"32"	"2007"	"2007"	460	409795	112.3
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"32 years"	"32"	"2008"	"2008"	470	412809	113.9
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"32 years"	"32"	"2009"	"2009"	472	419608	112.5
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"32 years"	"32"	"2010"	"2010"	423	427842	98.9
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"32 years"	"32"	"2011"	"2011"	490	432058	113.4
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"32 years"	"32"	"2012"	"2012"	452	473638	95.4
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"32 years"	"32"	"2013"	"2013"	482	457272	105.4
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"32 years"	"32"	"2014"	"2014"	490	464189	105.6
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"32 years"	"32"	"2015"	"2015"	556	466400	119.2
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"32 years"	"32"	"2016"	"2016"	599	457161	131.0
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"32 years"	"32"	"2017"	"2017"	642	483157	132.9
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"32 years"	"32"	"2018"	"2018"	597	482264	123.8
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"33 years"	"33"	"1999"	"1999"	438	312221	140.3
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"33 years"	"33"	"2000"	"2000"	427	317036	134.7
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"33 years"	"33"	"2001"	"2001"	428	336498	127.2
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"33 years"	"33"	"2002"	"2002"	430	345751	124.4
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"33 years"	"33"	"2003"	"2003"	513	377757	135.8
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"33 years"	"33"	"2004"	"2004"	424	373667	113.5
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"33 years"	"33"	"2005"	"2005"	450	380111	118.4
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"33 years"	"33"	"2006"	"2006"	473	386426	122.4
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"33 years"	"33"	"2007"	"2007"	456	390465	116.8
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"33 years"	"33"	"2008"	"2008"	495	410156	120.7
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"33 years"	"33"	"2009"	"2009"	461	412444	111.8
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"33 years"	"33"	"2010"	"2010"	467	416567	112.1
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"33 years"	"33"	"2011"	"2011"	458	429462	106.6
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"33 years"	"33"	"2012"	"2012"	474	431880	109.8
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"33 years"	"33"	"2013"	"2013"	476	474478	100.3
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"33 years"	"33"	"2014"	"2014"	496	457433	108.4
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"33 years"	"33"	"2015"	"2015"	593	466196	127.2
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"33 years"	"33"	"2016"	"2016"	630	464575	135.6
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"33 years"	"33"	"2017"	"2017"	624	465747	134.0
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"33 years"	"33"	"2018"	"2018"	626	484361	129.2
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"34 years"	"34"	"1999"	"1999"	461	315147	146.3
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"34 years"	"34"	"2000"	"2000"	479	321530	149.0
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"34 years"	"34"	"2001"	"2001"	435	321703	135.2
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"34 years"	"34"	"2002"	"2002"	453	338951	133.6
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"34 years"	"34"	"2003"	"2003"	462	347358	133.0
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"34 years"	"34"	"2004"	"2004"	487	379151	128.4
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"34 years"	"34"	"2005"	"2005"	496	375420	132.1
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"34 years"	"34"	"2006"	"2006"	534	381835	139.9
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"34 years"	"34"	"2007"	"2007"	501	387408	129.3
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"34 years"	"34"	"2008"	"2008"	462	391309	118.1
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"34 years"	"34"	"2009"	"2009"	462	410318	112.6
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"34 years"	"34"	"2010"	"2010"	475	412085	115.3
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"34 years"	"34"	"2011"	"2011"	464	422797	109.7
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"34 years"	"34"	"2012"	"2012"	486	429190	113.2
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"34 years"	"34"	"2013"	"2013"	469	432547	108.4
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"34 years"	"34"	"2014"	"2014"	532	475246	111.9
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"34 years"	"34"	"2015"	"2015"	554	459193	120.6
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"34 years"	"34"	"2016"	"2016"	622	464267	134.0
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"34 years"	"34"	"2017"	"2017"	632	472201	133.8
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"34 years"	"34"	"2018"	"2018"	646	466890	138.4
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"35 years"	"35"	"1999"	"1999"	503	315842	159.3
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"35 years"	"35"	"2000"	"2000"	464	324930	142.8
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"35 years"	"35"	"2001"	"2001"	506	324995	155.7
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"35 years"	"35"	"2002"	"2002"	423	325109	130.1
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"35 years"	"35"	"2003"	"2003"	449	342260	131.2
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"35 years"	"35"	"2004"	"2004"	464	351701	131.9
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"35 years"	"35"	"2005"	"2005"	497	384814	129.2
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"35 years"	"35"	"2006"	"2006"	531	382059	139.0
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"35 years"	"35"	"2007"	"2007"	487	388865	125.2
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"35 years"	"35"	"2008"	"2008"	457	395350	115.6
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"35 years"	"35"	"2009"	"2009"	527	399770	131.8
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"35 years"	"35"	"2010"	"2010"	469	419012	111.9
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"35 years"	"35"	"2011"	"2011"	438	415206	105.5
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"35 years"	"35"	"2012"	"2012"	463	422336	109.6
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"35 years"	"35"	"2013"	"2013"	487	429765	113.3
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"35 years"	"35"	"2014"	"2014"	495	433721	114.1
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"35 years"	"35"	"2015"	"2015"	560	476981	117.4
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"35 years"	"35"	"2016"	"2016"	599	457081	131.0
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"35 years"	"35"	"2017"	"2017"	704	471227	149.4
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"35 years"	"35"	"2018"	"2018"	695	472712	147.0
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"36 years"	"36"	"1999"	"1999"	498	296752	167.8
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"36 years"	"36"	"2000"	"2000"	488	304418	160.3
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"36 years"	"36"	"2001"	"2001"	552	327427	168.6
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"36 years"	"36"	"2002"	"2002"	451	326075	138.3
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"36 years"	"36"	"2003"	"2003"	474	324916	145.9
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"36 years"	"36"	"2004"	"2004"	537	342155	156.9
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"36 years"	"36"	"2005"	"2005"	471	351672	133.9
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"36 years"	"36"	"2006"	"2006"	475	384527	123.5
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"36 years"	"36"	"2007"	"2007"	503	380876	132.1
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"36 years"	"36"	"2008"	"2008"	516	387474	133.2
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"36 years"	"36"	"2009"	"2009"	506	393375	128.6
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"36 years"	"36"	"2010"	"2010"	472	391028	120.7
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"36 years"	"36"	"2011"	"2011"	503	419831	119.8
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"36 years"	"36"	"2012"	"2012"	458	414442	110.5
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"36 years"	"36"	"2013"	"2013"	508	422713	120.2
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"36 years"	"36"	"2014"	"2014"	556	430995	129.0
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"36 years"	"36"	"2015"	"2015"	551	435308	126.6
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"36 years"	"36"	"2016"	"2016"	669	474282	141.1
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"36 years"	"36"	"2017"	"2017"	694	463144	149.8
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"36 years"	"36"	"2018"	"2018"	699	471214	148.3
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"37 years"	"37"	"1999"	"1999"	502	275238	182.4
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"37 years"	"37"	"2000"	"2000"	547	291688	187.5
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"37 years"	"37"	"2001"	"2001"	567	311734	181.9
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"37 years"	"37"	"2002"	"2002"	522	327697	159.3
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"37 years"	"37"	"2003"	"2003"	539	325063	165.8
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"37 years"	"37"	"2004"	"2004"	515	324098	158.9
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"37 years"	"37"	"2005"	"2005"	553	340960	162.2
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"37 years"	"37"	"2006"	"2006"	514	350335	146.7
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"37 years"	"37"	"2007"	"2007"	563	381894	147.4
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"37 years"	"37"	"2008"	"2008"	514	378192	135.9
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"37 years"	"37"	"2009"	"2009"	498	383901	129.7
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"37 years"	"37"	"2010"	"2010"	461	390897	117.9
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"37 years"	"37"	"2011"	"2011"	470	399658	117.6
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"37 years"	"37"	"2012"	"2012"	498	419019	118.8
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"37 years"	"37"	"2013"	"2013"	495	414786	119.3
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"37 years"	"37"	"2014"	"2014"	555	424051	130.9
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"37 years"	"37"	"2015"	"2015"	578	432349	133.7
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"37 years"	"37"	"2016"	"2016"	654	432424	151.2
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"37 years"	"37"	"2017"	"2017"	723	479989	150.6
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"37 years"	"37"	"2018"	"2018"	712	462753	153.9
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"38 years"	"38"	"1999"	"1999"	543	276663	196.3
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"38 years"	"38"	"2000"	"2000"	505	281421	179.4
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"38 years"	"38"	"2001"	"2001"	554	295085	187.7
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"38 years"	"38"	"2002"	"2002"	536	313437	171.0
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"38 years"	"38"	"2003"	"2003"	553	329107	168.0
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"38 years"	"38"	"2004"	"2004"	546	327362	166.8
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"38 years"	"38"	"2005"	"2005"	531	327310	162.2
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"38 years"	"38"	"2006"	"2006"	567	344800	164.4
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"38 years"	"38"	"2007"	"2007"	545	354175	153.9
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"38 years"	"38"	"2008"	"2008"	559	386781	144.5
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"38 years"	"38"	"2009"	"2009"	504	383344	131.5
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"38 years"	"38"	"2010"	"2010"	456	385225	118.4
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"38 years"	"38"	"2011"	"2011"	495	392409	126.1
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"38 years"	"38"	"2012"	"2012"	486	398750	121.9
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"38 years"	"38"	"2013"	"2013"	512	419118	122.2
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"38 years"	"38"	"2014"	"2014"	532	416025	127.9
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"38 years"	"38"	"2015"	"2015"	587	425127	138.1
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"38 years"	"38"	"2016"	"2016"	663	429405	154.4
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"38 years"	"38"	"2017"	"2017"	683	437994	155.9
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"38 years"	"38"	"2018"	"2018"	758	479420	158.1
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"39 years"	"39"	"1999"	"1999"	555	256645	216.3
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"39 years"	"39"	"2000"	"2000"	539	272005	198.2
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"39 years"	"39"	"2001"	"2001"	560	286401	195.5
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"39 years"	"39"	"2002"	"2002"	582	295982	196.6
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"39 years"	"39"	"2003"	"2003"	572	313490	182.5
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"39 years"	"39"	"2004"	"2004"	574	329652	174.1
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"39 years"	"39"	"2005"	"2005"	572	328187	174.3
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"39 years"	"39"	"2006"	"2006"	598	328178	182.2
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"39 years"	"39"	"2007"	"2007"	526	345084	152.4
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"39 years"	"39"	"2008"	"2008"	525	354616	148.0
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"39 years"	"39"	"2009"	"2009"	538	386946	139.0
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"39 years"	"39"	"2010"	"2010"	541	384590	140.7
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"39 years"	"39"	"2011"	"2011"	521	389236	133.9
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"39 years"	"39"	"2012"	"2012"	509	391363	130.1
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"39 years"	"39"	"2013"	"2013"	543	398676	136.2
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"39 years"	"39"	"2014"	"2014"	568	420431	135.1
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"39 years"	"39"	"2015"	"2015"	614	417070	147.2
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"39 years"	"39"	"2016"	"2016"	680	422421	161.0
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"39 years"	"39"	"2017"	"2017"	712	434620	163.8
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"39 years"	"39"	"2018"	"2018"	794	437164	181.6
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"40 years"	"40"	"1999"	"1999"	532	258355	205.9
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"40 years"	"40"	"2000"	"2000"	605	273044	221.6
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"40 years"	"40"	"2001"	"2001"	619	273570	226.3
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"40 years"	"40"	"2002"	"2002"	622	288168	215.8
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"40 years"	"40"	"2003"	"2003"	615	297411	206.8
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"40 years"	"40"	"2004"	"2004"	591	315806	187.1
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"40 years"	"40"	"2005"	"2005"	657	332617	197.5
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"40 years"	"40"	"2006"	"2006"	642	331616	193.6
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"40 years"	"40"	"2007"	"2007"	587	331565	177.0
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"40 years"	"40"	"2008"	"2008"	608	349005	174.2
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"40 years"	"40"	"2009"	"2009"	571	358855	159.1
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"40 years"	"40"	"2010"	"2010"	524	389923	134.4
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"40 years"	"40"	"2011"	"2011"	548	386760	141.7
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"40 years"	"40"	"2012"	"2012"	579	387825	149.3
	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"40 years"	"40"	"2013"	"2013"	533	391042	136.3
