"Notes"	"Gender"	"Gender Code"	"ICD-10 113 Cause List"	"ICD-10 113 Cause List Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Female"	"F"	"Water, air and space, and other and unspecified transport accidents and their sequelae (V90-V99,Y85)"	"GR113-116"	"2003"	"2003"	62	15250861	0.4
	"Female"	"F"	"Water, air and space, and other and unspecified transport accidents and their sequelae (V90-V99,Y85)"	"GR113-116"	"2004"	"2004"	66	15435849	0.4
	"Female"	"F"	"Water, air and space, and other and unspecified transport accidents and their sequelae (V90-V99,Y85)"	"GR113-116"	"2005"	"2005"	52	15632708	0.3
	"Female"	"F"	"Water, air and space, and other and unspecified transport accidents and their sequelae (V90-V99,Y85)"	"GR113-116"	"2006"	"2006"	61	15803164	0.4
	"Female"	"F"	"Water, air and space, and other and unspecified transport accidents and their sequelae (V90-V99,Y85)"	"GR113-116"	"2007"	"2007"	62	15902406	0.4
	"Female"	"F"	"Water, air and space, and other and unspecified transport accidents and their sequelae (V90-V99,Y85)"	"GR113-116"	"2008"	"2008"	72	15937153	0.5
	"Female"	"F"	"Water, air and space, and other and unspecified transport accidents and their sequelae (V90-V99,Y85)"	"GR113-116"	"2009"	"2009"	74	15919221	0.5
	"Female"	"F"	"Water, air and space, and other and unspecified transport accidents and their sequelae (V90-V99,Y85)"	"GR113-116"	"2010"	"2010"	57	15839099	0.4
	"Female"	"F"	"Water, air and space, and other and unspecified transport accidents and their sequelae (V90-V99,Y85)"	"GR113-116"	"2011"	"2011"	72	15535056	0.5
	"Female"	"F"	"Water, air and space, and other and unspecified transport accidents and their sequelae (V90-V99,Y85)"	"GR113-116"	"2012"	"2012"	52	15207982	0.3
	"Female"	"F"	"Water, air and space, and other and unspecified transport accidents and their sequelae (V90-V99,Y85)"	"GR113-116"	"2013"	"2013"	51	14843650	0.3
	"Female"	"F"	"Water, air and space, and other and unspecified transport accidents and their sequelae (V90-V99,Y85)"	"GR113-116"	"2014"	"2014"	51	14522228	0.4
	"Female"	"F"	"Water, air and space, and other and unspecified transport accidents and their sequelae (V90-V99,Y85)"	"GR113-116"	"2015"	"2015"	45	14242059	0.3
	"Female"	"F"	"Water, air and space, and other and unspecified transport accidents and their sequelae (V90-V99,Y85)"	"GR113-116"	"2016"	"2016"	52	13942468	0.4
	"Female"	"F"	"Water, air and space, and other and unspecified transport accidents and their sequelae (V90-V99,Y85)"	"GR113-116"	"2017"	"2017"	46	13577849	0.3
	"Female"	"F"	"Water, air and space, and other and unspecified transport accidents and their sequelae (V90-V99,Y85)"	"GR113-116"	"2018"	"2018"	49	13153739	0.4
	"Female"	"F"	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	"1999"	"1999"	1031	14112467	7.3
	"Female"	"F"	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	"2000"	"2000"	1119	14446309	7.7
	"Female"	"F"	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	"2001"	"2001"	1385	14981593	9.2
	"Female"	"F"	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	"2002"	"2002"	1775	15057598	11.8
	"Female"	"F"	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	"2003"	"2003"	2103	15250861	13.8
	"Female"	"F"	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	"2004"	"2004"	2389	15435849	15.5
	"Female"	"F"	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	"2005"	"2005"	2695	15632708	17.2
	"Female"	"F"	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	"2006"	"2006"	3089	15803164	19.5
	"Female"	"F"	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	"2007"	"2007"	3563	15902406	22.4
	"Female"	"F"	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	"2008"	"2008"	3834	15937153	24.1
	"Female"	"F"	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	"2009"	"2009"	3947	15919221	24.8
	"Female"	"F"	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	"2010"	"2010"	4025	15839099	25.4
	"Female"	"F"	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	"2011"	"2011"	4351	15535056	28.0
	"Female"	"F"	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	"2012"	"2012"	4221	15207982	27.8
	"Female"	"F"	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	"2013"	"2013"	4233	14843650	28.5
	"Female"	"F"	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	"2014"	"2014"	4249	14522228	29.3
	"Female"	"F"	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	"2015"	"2015"	4462	14242059	31.3
	"Female"	"F"	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	"2016"	"2016"	4556	13942468	32.7
	"Female"	"F"	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	"2017"	"2017"	4593	13577849	33.8
	"Female"	"F"	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	"2018"	"2018"	4105	13153739	31.2
	"Female"	"F"	"Falls (W00-W19)"	"GR113-118"	"1999"	"1999"	119	14112467	0.8
	"Female"	"F"	"Falls (W00-W19)"	"GR113-118"	"2000"	"2000"	141	14446309	1.0
	"Female"	"F"	"Falls (W00-W19)"	"GR113-118"	"2001"	"2001"	165	14981593	1.1
	"Female"	"F"	"Falls (W00-W19)"	"GR113-118"	"2002"	"2002"	188	15057598	1.2
	"Female"	"F"	"Falls (W00-W19)"	"GR113-118"	"2003"	"2003"	178	15250861	1.2
	"Female"	"F"	"Falls (W00-W19)"	"GR113-118"	"2004"	"2004"	217	15435849	1.4
	"Female"	"F"	"Falls (W00-W19)"	"GR113-118"	"2005"	"2005"	231	15632708	1.5
	"Female"	"F"	"Falls (W00-W19)"	"GR113-118"	"2006"	"2006"	227	15803164	1.4
	"Female"	"F"	"Falls (W00-W19)"	"GR113-118"	"2007"	"2007"	255	15902406	1.6
	"Female"	"F"	"Falls (W00-W19)"	"GR113-118"	"2008"	"2008"	260	15937153	1.6
	"Female"	"F"	"Falls (W00-W19)"	"GR113-118"	"2009"	"2009"	281	15919221	1.8
	"Female"	"F"	"Falls (W00-W19)"	"GR113-118"	"2010"	"2010"	262	15839099	1.7
	"Female"	"F"	"Falls (W00-W19)"	"GR113-118"	"2011"	"2011"	276	15535056	1.8
	"Female"	"F"	"Falls (W00-W19)"	"GR113-118"	"2012"	"2012"	250	15207982	1.6
	"Female"	"F"	"Falls (W00-W19)"	"GR113-118"	"2013"	"2013"	281	14843650	1.9
	"Female"	"F"	"Falls (W00-W19)"	"GR113-118"	"2014"	"2014"	271	14522228	1.9
	"Female"	"F"	"Falls (W00-W19)"	"GR113-118"	"2015"	"2015"	291	14242059	2.0
	"Female"	"F"	"Falls (W00-W19)"	"GR113-118"	"2016"	"2016"	254	13942468	1.8
	"Female"	"F"	"Falls (W00-W19)"	"GR113-118"	"2017"	"2017"	249	13577849	1.8
	"Female"	"F"	"Falls (W00-W19)"	"GR113-118"	"2018"	"2018"	224	13153739	1.7
	"Female"	"F"	"Accidental discharge of firearms (W32-W34)"	"GR113-119"	"1999"	"1999"	12	14112467	Unreliable
	"Female"	"F"	"Accidental discharge of firearms (W32-W34)"	"GR113-119"	"2000"	"2000"	6	14446309	Unreliable
	"Female"	"F"	"Accidental discharge of firearms (W32-W34)"	"GR113-119"	"2001"	"2001"	14	14981593	Unreliable
	"Female"	"F"	"Accidental discharge of firearms (W32-W34)"	"GR113-119"	"2002"	"2002"	9	15057598	Unreliable
	"Female"	"F"	"Accidental discharge of firearms (W32-W34)"	"GR113-119"	"2003"	"2003"	12	15250861	Unreliable
	"Female"	"F"	"Accidental discharge of firearms (W32-W34)"	"GR113-119"	"2004"	"2004"	11	15435849	Unreliable
	"Female"	"F"	"Accidental discharge of firearms (W32-W34)"	"GR113-119"	"2005"	"2005"	15	15632708	Unreliable
	"Female"	"F"	"Accidental discharge of firearms (W32-W34)"	"GR113-119"	"2006"	"2006"	15	15803164	Unreliable
	"Female"	"F"	"Accidental discharge of firearms (W32-W34)"	"GR113-119"	"2007"	"2007"	10	15902406	Unreliable
	"Female"	"F"	"Accidental discharge of firearms (W32-W34)"	"GR113-119"	"2008"	"2008"	13	15937153	Unreliable
	"Female"	"F"	"Accidental discharge of firearms (W32-W34)"	"GR113-119"	"2009"	"2009"	10	15919221	Unreliable
	"Female"	"F"	"Accidental discharge of firearms (W32-W34)"	"GR113-119"	"2010"	"2010"	14	15839099	Unreliable
	"Female"	"F"	"Accidental discharge of firearms (W32-W34)"	"GR113-119"	"2011"	"2011"	12	15535056	Unreliable
	"Female"	"F"	"Accidental discharge of firearms (W32-W34)"	"GR113-119"	"2012"	"2012"	17	15207982	Unreliable
	"Female"	"F"	"Accidental discharge of firearms (W32-W34)"	"GR113-119"	"2013"	"2013"	9	14843650	Unreliable
	"Female"	"F"	"Accidental discharge of firearms (W32-W34)"	"GR113-119"	"2014"	"2014"	10	14522228	Unreliable
	"Female"	"F"	"Accidental discharge of firearms (W32-W34)"	"GR113-119"	"2015"	"2015"	10	14242059	Unreliable
	"Female"	"F"	"Accidental discharge of firearms (W32-W34)"	"GR113-119"	"2016"	"2016"	8	13942468	Unreliable
	"Female"	"F"	"Accidental discharge of firearms (W32-W34)"	"GR113-119"	"2017"	"2017"	5	13577849	Unreliable
	"Female"	"F"	"Accidental discharge of firearms (W32-W34)"	"GR113-119"	"2018"	"2018"	3	13153739	Unreliable
	"Female"	"F"	"Accidental drowning and submersion (W65-W74)"	"GR113-120"	"1999"	"1999"	50	14112467	0.4
	"Female"	"F"	"Accidental drowning and submersion (W65-W74)"	"GR113-120"	"2000"	"2000"	43	14446309	0.3
	"Female"	"F"	"Accidental drowning and submersion (W65-W74)"	"GR113-120"	"2001"	"2001"	45	14981593	0.3
	"Female"	"F"	"Accidental drowning and submersion (W65-W74)"	"GR113-120"	"2002"	"2002"	55	15057598	0.4
	"Female"	"F"	"Accidental drowning and submersion (W65-W74)"	"GR113-120"	"2003"	"2003"	67	15250861	0.4
	"Female"	"F"	"Accidental drowning and submersion (W65-W74)"	"GR113-120"	"2004"	"2004"	67	15435849	0.4
	"Female"	"F"	"Accidental drowning and submersion (W65-W74)"	"GR113-120"	"2005"	"2005"	82	15632708	0.5
	"Female"	"F"	"Accidental drowning and submersion (W65-W74)"	"GR113-120"	"2006"	"2006"	82	15803164	0.5
	"Female"	"F"	"Accidental drowning and submersion (W65-W74)"	"GR113-120"	"2007"	"2007"	78	15902406	0.5
	"Female"	"F"	"Accidental drowning and submersion (W65-W74)"	"GR113-120"	"2008"	"2008"	91	15937153	0.6
	"Female"	"F"	"Accidental drowning and submersion (W65-W74)"	"GR113-120"	"2009"	"2009"	100	15919221	0.6
	"Female"	"F"	"Accidental drowning and submersion (W65-W74)"	"GR113-120"	"2010"	"2010"	117	15839099	0.7
	"Female"	"F"	"Accidental drowning and submersion (W65-W74)"	"GR113-120"	"2011"	"2011"	86	15535056	0.6
	"Female"	"F"	"Accidental drowning and submersion (W65-W74)"	"GR113-120"	"2012"	"2012"	107	15207982	0.7
	"Female"	"F"	"Accidental drowning and submersion (W65-W74)"	"GR113-120"	"2013"	"2013"	89	14843650	0.6
	"Female"	"F"	"Accidental drowning and submersion (W65-W74)"	"GR113-120"	"2014"	"2014"	82	14522228	0.6
	"Female"	"F"	"Accidental drowning and submersion (W65-W74)"	"GR113-120"	"2015"	"2015"	82	14242059	0.6
	"Female"	"F"	"Accidental drowning and submersion (W65-W74)"	"GR113-120"	"2016"	"2016"	79	13942468	0.6
	"Female"	"F"	"Accidental drowning and submersion (W65-W74)"	"GR113-120"	"2017"	"2017"	79	13577849	0.6
	"Female"	"F"	"Accidental drowning and submersion (W65-W74)"	"GR113-120"	"2018"	"2018"	82	13153739	0.6
	"Female"	"F"	"Accidental exposure to smoke, fire and flames (X00-X09)"	"GR113-121"	"1999"	"1999"	80	14112467	0.6
	"Female"	"F"	"Accidental exposure to smoke, fire and flames (X00-X09)"	"GR113-121"	"2000"	"2000"	98	14446309	0.7
	"Female"	"F"	"Accidental exposure to smoke, fire and flames (X00-X09)"	"GR113-121"	"2001"	"2001"	94	14981593	0.6
	"Female"	"F"	"Accidental exposure to smoke, fire and flames (X00-X09)"	"GR113-121"	"2002"	"2002"	113	15057598	0.8
	"Female"	"F"	"Accidental exposure to smoke, fire and flames (X00-X09)"	"GR113-121"	"2003"	"2003"	135	15250861	0.9
	"Female"	"F"	"Accidental exposure to smoke, fire and flames (X00-X09)"	"GR113-121"	"2004"	"2004"	116	15435849	0.8
	"Female"	"F"	"Accidental exposure to smoke, fire and flames (X00-X09)"	"GR113-121"	"2005"	"2005"	129	15632708	0.8
	"Female"	"F"	"Accidental exposure to smoke, fire and flames (X00-X09)"	"GR113-121"	"2006"	"2006"	130	15803164	0.8
	"Female"	"F"	"Accidental exposure to smoke, fire and flames (X00-X09)"	"GR113-121"	"2007"	"2007"	135	15902406	0.8
	"Female"	"F"	"Accidental exposure to smoke, fire and flames (X00-X09)"	"GR113-121"	"2008"	"2008"	130	15937153	0.8
	"Female"	"F"	"Accidental exposure to smoke, fire and flames (X00-X09)"	"GR113-121"	"2009"	"2009"	104	15919221	0.7
	"Female"	"F"	"Accidental exposure to smoke, fire and flames (X00-X09)"	"GR113-121"	"2010"	"2010"	106	15839099	0.7
	"Female"	"F"	"Accidental exposure to smoke, fire and flames (X00-X09)"	"GR113-121"	"2011"	"2011"	106	15535056	0.7
	"Female"	"F"	"Accidental exposure to smoke, fire and flames (X00-X09)"	"GR113-121"	"2012"	"2012"	102	15207982	0.7
	"Female"	"F"	"Accidental exposure to smoke, fire and flames (X00-X09)"	"GR113-121"	"2013"	"2013"	88	14843650	0.6
	"Female"	"F"	"Accidental exposure to smoke, fire and flames (X00-X09)"	"GR113-121"	"2014"	"2014"	103	14522228	0.7
	"Female"	"F"	"Accidental exposure to smoke, fire and flames (X00-X09)"	"GR113-121"	"2015"	"2015"	109	14242059	0.8
	"Female"	"F"	"Accidental exposure to smoke, fire and flames (X00-X09)"	"GR113-121"	"2016"	"2016"	101	13942468	0.7
	"Female"	"F"	"Accidental exposure to smoke, fire and flames (X00-X09)"	"GR113-121"	"2017"	"2017"	83	13577849	0.6
	"Female"	"F"	"Accidental exposure to smoke, fire and flames (X00-X09)"	"GR113-121"	"2018"	"2018"	87	13153739	0.7
	"Female"	"F"	"Accidental poisoning and exposure to noxious substances (X40-X49)"	"GR113-122"	"1999"	"1999"	530	14112467	3.8
	"Female"	"F"	"Accidental poisoning and exposure to noxious substances (X40-X49)"	"GR113-122"	"2000"	"2000"	607	14446309	4.2
	"Female"	"F"	"Accidental poisoning and exposure to noxious substances (X40-X49)"	"GR113-122"	"2001"	"2001"	780	14981593	5.2
	"Female"	"F"	"Accidental poisoning and exposure to noxious substances (X40-X49)"	"GR113-122"	"2002"	"2002"	1177	15057598	7.8
	"Female"	"F"	"Accidental poisoning and exposure to noxious substances (X40-X49)"	"GR113-122"	"2003"	"2003"	1433	15250861	9.4
	"Female"	"F"	"Accidental poisoning and exposure to noxious substances (X40-X49)"	"GR113-122"	"2004"	"2004"	1676	15435849	10.9
	"Female"	"F"	"Accidental poisoning and exposure to noxious substances (X40-X49)"	"GR113-122"	"2005"	"2005"	1942	15632708	12.4
	"Female"	"F"	"Accidental poisoning and exposure to noxious substances (X40-X49)"	"GR113-122"	"2006"	"2006"	2328	15803164	14.7
	"Female"	"F"	"Accidental poisoning and exposure to noxious substances (X40-X49)"	"GR113-122"	"2007"	"2007"	2823	15902406	17.8
	"Female"	"F"	"Accidental poisoning and exposure to noxious substances (X40-X49)"	"GR113-122"	"2008"	"2008"	3037	15937153	19.1
	"Female"	"F"	"Accidental poisoning and exposure to noxious substances (X40-X49)"	"GR113-122"	"2009"	"2009"	3173	15919221	19.9
	"Female"	"F"	"Accidental poisoning and exposure to noxious substances (X40-X49)"	"GR113-122"	"2010"	"2010"	3241	15839099	20.5
	"Female"	"F"	"Accidental poisoning and exposure to noxious substances (X40-X49)"	"GR113-122"	"2011"	"2011"	3494	15535056	22.5
	"Female"	"F"	"Accidental poisoning and exposure to noxious substances (X40-X49)"	"GR113-122"	"2012"	"2012"	3429	15207982	22.5
	"Female"	"F"	"Accidental poisoning and exposure to noxious substances (X40-X49)"	"GR113-122"	"2013"	"2013"	3470	14843650	23.4
	"Female"	"F"	"Accidental poisoning and exposure to noxious substances (X40-X49)"	"GR113-122"	"2014"	"2014"	3521	14522228	24.2
	"Female"	"F"	"Accidental poisoning and exposure to noxious substances (X40-X49)"	"GR113-122"	"2015"	"2015"	3658	14242059	25.7
	"Female"	"F"	"Accidental poisoning and exposure to noxious substances (X40-X49)"	"GR113-122"	"2016"	"2016"	3845	13942468	27.6
	"Female"	"F"	"Accidental poisoning and exposure to noxious substances (X40-X49)"	"GR113-122"	"2017"	"2017"	3894	13577849	28.7
	"Female"	"F"	"Accidental poisoning and exposure to noxious substances (X40-X49)"	"GR113-122"	"2018"	"2018"	3431	13153739	26.1
	"Female"	"F"	"Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)"	"GR113-123"	"1999"	"1999"	240	14112467	1.7
	"Female"	"F"	"Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)"	"GR113-123"	"2000"	"2000"	224	14446309	1.6
	"Female"	"F"	"Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)"	"GR113-123"	"2001"	"2001"	287	14981593	1.9
	"Female"	"F"	"Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)"	"GR113-123"	"2002"	"2002"	233	15057598	1.5
	"Female"	"F"	"Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)"	"GR113-123"	"2003"	"2003"	278	15250861	1.8
	"Female"	"F"	"Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)"	"GR113-123"	"2004"	"2004"	302	15435849	2.0
	"Female"	"F"	"Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)"	"GR113-123"	"2005"	"2005"	296	15632708	1.9
	"Female"	"F"	"Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)"	"GR113-123"	"2006"	"2006"	307	15803164	1.9
	"Female"	"F"	"Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)"	"GR113-123"	"2007"	"2007"	262	15902406	1.6
	"Female"	"F"	"Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)"	"GR113-123"	"2008"	"2008"	303	15937153	1.9
	"Female"	"F"	"Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)"	"GR113-123"	"2009"	"2009"	279	15919221	1.8
	"Female"	"F"	"Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)"	"GR113-123"	"2010"	"2010"	285	15839099	1.8
	"Female"	"F"	"Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)"	"GR113-123"	"2011"	"2011"	377	15535056	2.4
	"Female"	"F"	"Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)"	"GR113-123"	"2012"	"2012"	316	15207982	2.1
	"Female"	"F"	"Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)"	"GR113-123"	"2013"	"2013"	296	14843650	2.0
	"Female"	"F"	"Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)"	"GR113-123"	"2014"	"2014"	262	14522228	1.8
	"Female"	"F"	"Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)"	"GR113-123"	"2015"	"2015"	312	14242059	2.2
	"Female"	"F"	"Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)"	"GR113-123"	"2016"	"2016"	269	13942468	1.9
	"Female"	"F"	"Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)"	"GR113-123"	"2017"	"2017"	283	13577849	2.1
	"Female"	"F"	"Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)"	"GR113-123"	"2018"	"2018"	278	13153739	2.1
	"Female"	"F"	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	"1999"	"1999"	1099	14112467	7.8
	"Female"	"F"	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	"2000"	"2000"	1147	14446309	7.9
	"Female"	"F"	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	"2001"	"2001"	1276	14981593	8.5
	"Female"	"F"	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	"2002"	"2002"	1351	15057598	9.0
	"Female"	"F"	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	"2003"	"2003"	1417	15250861	9.3
	"Female"	"F"	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	"2004"	"2004"	1636	15435849	10.6
	"Female"	"F"	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	"2005"	"2005"	1552	15632708	9.9
	"Female"	"F"	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	"2006"	"2006"	1665	15803164	10.5
	"Female"	"F"	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	"2007"	"2007"	1747	15902406	11.0
	"Female"	"F"	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	"2008"	"2008"	1830	15937153	11.5
	"Female"	"F"	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	"2009"	"2009"	1884	15919221	11.8
	"Female"	"F"	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	"2010"	"2010"	1831	15839099	11.6
	"Female"	"F"	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	"2011"	"2011"	1982	15535056	12.8
	"Female"	"F"	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	"2012"	"2012"	2012	15207982	13.2
	"Female"	"F"	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	"2013"	"2013"	1963	14843650	13.2
	"Female"	"F"	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	"2014"	"2014"	2059	14522228	14.2
	"Female"	"F"	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	"2015"	"2015"	2018	14242059	14.2
	"Female"	"F"	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	"2016"	"2016"	1976	13942468	14.2
	"Female"	"F"	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	"2017"	"2017"	1930	13577849	14.2
	"Female"	"F"	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	"2018"	"2018"	1854	13153739	14.1
	"Female"	"F"	"Intentional self-harm (suicide) by discharge of firearms (X72-X74)"	"GR113-125"	"1999"	"1999"	384	14112467	2.7
	"Female"	"F"	"Intentional self-harm (suicide) by discharge of firearms (X72-X74)"	"GR113-125"	"2000"	"2000"	401	14446309	2.8
	"Female"	"F"	"Intentional self-harm (suicide) by discharge of firearms (X72-X74)"	"GR113-125"	"2001"	"2001"	427	14981593	2.9
	"Female"	"F"	"Intentional self-harm (suicide) by discharge of firearms (X72-X74)"	"GR113-125"	"2002"	"2002"	423	15057598	2.8
	"Female"	"F"	"Intentional self-harm (suicide) by discharge of firearms (X72-X74)"	"GR113-125"	"2003"	"2003"	475	15250861	3.1
	"Female"	"F"	"Intentional self-harm (suicide) by discharge of firearms (X72-X74)"	"GR113-125"	"2004"	"2004"	542	15435849	3.5
	"Female"	"F"	"Intentional self-harm (suicide) by discharge of firearms (X72-X74)"	"GR113-125"	"2005"	"2005"	497	15632708	3.2
	"Female"	"F"	"Intentional self-harm (suicide) by discharge of firearms (X72-X74)"	"GR113-125"	"2006"	"2006"	532	15803164	3.4
	"Female"	"F"	"Intentional self-harm (suicide) by discharge of firearms (X72-X74)"	"GR113-125"	"2007"	"2007"	504	15902406	3.2
	"Female"	"F"	"Intentional self-harm (suicide) by discharge of firearms (X72-X74)"	"GR113-125"	"2008"	"2008"	574	15937153	3.6
	"Female"	"F"	"Intentional self-harm (suicide) by discharge of firearms (X72-X74)"	"GR113-125"	"2009"	"2009"	614	15919221	3.9
	"Female"	"F"	"Intentional self-harm (suicide) by discharge of firearms (X72-X74)"	"GR113-125"	"2010"	"2010"	558	15839099	3.5
	"Female"	"F"	"Intentional self-harm (suicide) by discharge of firearms (X72-X74)"	"GR113-125"	"2011"	"2011"	674	15535056	4.3
	"Female"	"F"	"Intentional self-harm (suicide) by discharge of firearms (X72-X74)"	"GR113-125"	"2012"	"2012"	667	15207982	4.4
	"Female"	"F"	"Intentional self-harm (suicide) by discharge of firearms (X72-X74)"	"GR113-125"	"2013"	"2013"	652	14843650	4.4
	"Female"	"F"	"Intentional self-harm (suicide) by discharge of firearms (X72-X74)"	"GR113-125"	"2014"	"2014"	721	14522228	5.0
	"Female"	"F"	"Intentional self-harm (suicide) by discharge of firearms (X72-X74)"	"GR113-125"	"2015"	"2015"	650	14242059	4.6
	"Female"	"F"	"Intentional self-harm (suicide) by discharge of firearms (X72-X74)"	"GR113-125"	"2016"	"2016"	664	13942468	4.8
	"Female"	"F"	"Intentional self-harm (suicide) by discharge of firearms (X72-X74)"	"GR113-125"	"2017"	"2017"	665	13577849	4.9
	"Female"	"F"	"Intentional self-harm (suicide) by discharge of firearms (X72-X74)"	"GR113-125"	"2018"	"2018"	627	13153739	4.8
	"Female"	"F"	"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)"	"GR113-126"	"1999"	"1999"	715	14112467	5.1
	"Female"	"F"	"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)"	"GR113-126"	"2000"	"2000"	746	14446309	5.2
	"Female"	"F"	"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)"	"GR113-126"	"2001"	"2001"	849	14981593	5.7
	"Female"	"F"	"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)"	"GR113-126"	"2002"	"2002"	928	15057598	6.2
	"Female"	"F"	"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)"	"GR113-126"	"2003"	"2003"	942	15250861	6.2
	"Female"	"F"	"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)"	"GR113-126"	"2004"	"2004"	1094	15435849	7.1
	"Female"	"F"	"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)"	"GR113-126"	"2005"	"2005"	1055	15632708	6.7
