"Notes"	"Gender"	"Gender Code"	"Race"	"Race Code"	"Single-Year Ages"	"Single-Year Ages Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Female"	"F"	"White"	"2106-3"	"58 years"	"58"	"2007"	"2007"	7687	1391872	552.3
	"Female"	"F"	"White"	"2106-3"	"58 years"	"58"	"2008"	"2008"	7661	1412547	542.4
	"Female"	"F"	"White"	"2106-3"	"58 years"	"58"	"2009"	"2009"	7738	1422950	543.8
	"Female"	"F"	"White"	"2106-3"	"58 years"	"58"	"2010"	"2010"	7967	1453608	548.1
	"Female"	"F"	"White"	"2106-3"	"58 years"	"58"	"2011"	"2011"	8074	1486801	543.0
	"Female"	"F"	"White"	"2106-3"	"58 years"	"58"	"2012"	"2012"	8484	1518740	558.6
	"Female"	"F"	"White"	"2106-3"	"58 years"	"58"	"2013"	"2013"	8626	1547995	557.2
	"Female"	"F"	"White"	"2106-3"	"58 years"	"58"	"2014"	"2014"	8938	1539287	580.7
	"Female"	"F"	"White"	"2106-3"	"58 years"	"58"	"2015"	"2015"	9395	1581078	594.2
	"Female"	"F"	"White"	"2106-3"	"58 years"	"58"	"2016"	"2016"	9423	1577951	597.2
	"Female"	"F"	"White"	"2106-3"	"58 years"	"58"	"2017"	"2017"	9491	1557087	609.5
	"Female"	"F"	"White"	"2106-3"	"58 years"	"58"	"2018"	"2018"	9365	1572813	595.4
	"Female"	"F"	"White"	"2106-3"	"59 years"	"59"	"1999"	"1999"	6705	939970	713.3
	"Female"	"F"	"White"	"2106-3"	"59 years"	"59"	"2000"	"2000"	6903	964074	716.0
	"Female"	"F"	"White"	"2106-3"	"59 years"	"59"	"2001"	"2001"	7249	1044321	694.1
	"Female"	"F"	"White"	"2106-3"	"59 years"	"59"	"2002"	"2002"	7907	1181055	669.5
	"Female"	"F"	"White"	"2106-3"	"59 years"	"59"	"2003"	"2003"	7683	1115618	688.7
	"Female"	"F"	"White"	"2106-3"	"59 years"	"59"	"2004"	"2004"	7190	1107254	649.4
	"Female"	"F"	"White"	"2106-3"	"59 years"	"59"	"2005"	"2005"	7265	1097742	661.8
	"Female"	"F"	"White"	"2106-3"	"59 years"	"59"	"2006"	"2006"	9255	1505965	614.6
	"Female"	"F"	"White"	"2106-3"	"59 years"	"59"	"2007"	"2007"	8620	1393765	618.5
	"Female"	"F"	"White"	"2106-3"	"59 years"	"59"	"2008"	"2008"	8242	1382158	596.3
	"Female"	"F"	"White"	"2106-3"	"59 years"	"59"	"2009"	"2009"	8208	1402332	585.3
	"Female"	"F"	"White"	"2106-3"	"59 years"	"59"	"2010"	"2010"	8239	1388189	593.5
	"Female"	"F"	"White"	"2106-3"	"59 years"	"59"	"2011"	"2011"	8461	1443583	586.1
	"Female"	"F"	"White"	"2106-3"	"59 years"	"59"	"2012"	"2012"	8847	1478969	598.2
	"Female"	"F"	"White"	"2106-3"	"59 years"	"59"	"2013"	"2013"	8984	1510744	594.7
	"Female"	"F"	"White"	"2106-3"	"59 years"	"59"	"2014"	"2014"	9460	1538255	615.0
	"Female"	"F"	"White"	"2106-3"	"59 years"	"59"	"2015"	"2015"	9700	1530345	633.8
	"Female"	"F"	"White"	"2106-3"	"59 years"	"59"	"2016"	"2016"	10117	1571663	643.7
	"Female"	"F"	"White"	"2106-3"	"59 years"	"59"	"2017"	"2017"	10159	1567760	648.0
	"Female"	"F"	"White"	"2106-3"	"59 years"	"59"	"2018"	"2018"	9968	1546546	644.5
	"Female"	"F"	"White"	"2106-3"	"60 years"	"60"	"1999"	"1999"	7097	940527	754.6
	"Female"	"F"	"White"	"2106-3"	"60 years"	"60"	"2000"	"2000"	7288	936599	778.1
	"Female"	"F"	"White"	"2106-3"	"60 years"	"60"	"2001"	"2001"	7398	967415	764.7
	"Female"	"F"	"White"	"2106-3"	"60 years"	"60"	"2002"	"2002"	7878	1036004	760.4
	"Female"	"F"	"White"	"2106-3"	"60 years"	"60"	"2003"	"2003"	8666	1170420	740.4
	"Female"	"F"	"White"	"2106-3"	"60 years"	"60"	"2004"	"2004"	7990	1104323	723.5
	"Female"	"F"	"White"	"2106-3"	"60 years"	"60"	"2005"	"2005"	7675	1095233	700.8
	"Female"	"F"	"White"	"2106-3"	"60 years"	"60"	"2006"	"2006"	7782	1084644	717.5
	"Female"	"F"	"White"	"2106-3"	"60 years"	"60"	"2007"	"2007"	9711	1486675	653.2
	"Female"	"F"	"White"	"2106-3"	"60 years"	"60"	"2008"	"2008"	9375	1374374	682.1
	"Female"	"F"	"White"	"2106-3"	"60 years"	"60"	"2009"	"2009"	9090	1361259	667.8
	"Female"	"F"	"White"	"2106-3"	"60 years"	"60"	"2010"	"2010"	8669	1386816	625.1
	"Female"	"F"	"White"	"2106-3"	"60 years"	"60"	"2011"	"2011"	8800	1404837	626.4
	"Female"	"F"	"White"	"2106-3"	"60 years"	"60"	"2012"	"2012"	9282	1435225	646.7
	"Female"	"F"	"White"	"2106-3"	"60 years"	"60"	"2013"	"2013"	9586	1470789	651.8
	"Female"	"F"	"White"	"2106-3"	"60 years"	"60"	"2014"	"2014"	9904	1500445	660.1
	"Female"	"F"	"White"	"2106-3"	"60 years"	"60"	"2015"	"2015"	10104	1529100	660.8
	"Female"	"F"	"White"	"2106-3"	"60 years"	"60"	"2016"	"2016"	10497	1520481	690.4
	"Female"	"F"	"White"	"2106-3"	"60 years"	"60"	"2017"	"2017"	10854	1560986	695.3
	"Female"	"F"	"White"	"2106-3"	"60 years"	"60"	"2018"	"2018"	10736	1556354	689.8
	"Female"	"F"	"White"	"2106-3"	"61 years"	"61"	"1999"	"1999"	7727	896723	861.7
	"Female"	"F"	"White"	"2106-3"	"61 years"	"61"	"2000"	"2000"	7910	911237	868.1
	"Female"	"F"	"White"	"2106-3"	"61 years"	"61"	"2001"	"2001"	7698	938643	820.1
	"Female"	"F"	"White"	"2106-3"	"61 years"	"61"	"2002"	"2002"	7865	963848	816.0
	"Female"	"F"	"White"	"2106-3"	"61 years"	"61"	"2003"	"2003"	8460	1033893	818.3
	"Female"	"F"	"White"	"2106-3"	"61 years"	"61"	"2004"	"2004"	9268	1169812	792.3
	"Female"	"F"	"White"	"2106-3"	"61 years"	"61"	"2005"	"2005"	8724	1105841	788.9
	"Female"	"F"	"White"	"2106-3"	"61 years"	"61"	"2006"	"2006"	8260	1098854	751.7
	"Female"	"F"	"White"	"2106-3"	"61 years"	"61"	"2007"	"2007"	8139	1089873	746.8
	"Female"	"F"	"White"	"2106-3"	"61 years"	"61"	"2008"	"2008"	10661	1497689	711.8
	"Female"	"F"	"White"	"2106-3"	"61 years"	"61"	"2009"	"2009"	9922	1386536	715.6
	"Female"	"F"	"White"	"2106-3"	"61 years"	"61"	"2010"	"2010"	9494	1362488	696.8
	"Female"	"F"	"White"	"2106-3"	"61 years"	"61"	"2011"	"2011"	9378	1371401	683.8
	"Female"	"F"	"White"	"2106-3"	"61 years"	"61"	"2012"	"2012"	9695	1396413	694.3
	"Female"	"F"	"White"	"2106-3"	"61 years"	"61"	"2013"	"2013"	9901	1426570	694.0
	"Female"	"F"	"White"	"2106-3"	"61 years"	"61"	"2014"	"2014"	10461	1460317	716.4
	"Female"	"F"	"White"	"2106-3"	"61 years"	"61"	"2015"	"2015"	10664	1490782	715.3
	"Female"	"F"	"White"	"2106-3"	"61 years"	"61"	"2016"	"2016"	10806	1518383	711.7
	"Female"	"F"	"White"	"2106-3"	"61 years"	"61"	"2017"	"2017"	11179	1509693	740.5
	"Female"	"F"	"White"	"2106-3"	"61 years"	"61"	"2018"	"2018"	11383	1548754	735.0
	"Female"	"F"	"White"	"2106-3"	"62 years"	"62"	"1999"	"1999"	8091	857240	943.8
	"Female"	"F"	"White"	"2106-3"	"62 years"	"62"	"2000"	"2000"	8355	891598	937.1
	"Female"	"F"	"White"	"2106-3"	"62 years"	"62"	"2001"	"2001"	8369	905738	924.0
	"Female"	"F"	"White"	"2106-3"	"62 years"	"62"	"2002"	"2002"	8350	932832	895.1
	"Female"	"F"	"White"	"2106-3"	"62 years"	"62"	"2003"	"2003"	8651	958024	903.0
	"Female"	"F"	"White"	"2106-3"	"62 years"	"62"	"2004"	"2004"	8939	1027639	869.9
	"Female"	"F"	"White"	"2106-3"	"62 years"	"62"	"2005"	"2005"	9971	1162959	857.4
	"Female"	"F"	"White"	"2106-3"	"62 years"	"62"	"2006"	"2006"	9355	1099765	850.6
	"Female"	"F"	"White"	"2106-3"	"62 years"	"62"	"2007"	"2007"	8784	1093245	803.5
	"Female"	"F"	"White"	"2106-3"	"62 years"	"62"	"2008"	"2008"	9033	1084594	832.8
	"Female"	"F"	"White"	"2106-3"	"62 years"	"62"	"2009"	"2009"	11241	1491698	753.6
	"Female"	"F"	"White"	"2106-3"	"62 years"	"62"	"2010"	"2010"	10496	1417898	740.3
	"Female"	"F"	"White"	"2106-3"	"62 years"	"62"	"2011"	"2011"	10385	1361070	763.0
	"Female"	"F"	"White"	"2106-3"	"62 years"	"62"	"2012"	"2012"	10009	1362575	734.6
	"Female"	"F"	"White"	"2106-3"	"62 years"	"62"	"2013"	"2013"	10205	1386701	735.9
	"Female"	"F"	"White"	"2106-3"	"62 years"	"62"	"2014"	"2014"	10941	1415758	772.8
	"Female"	"F"	"White"	"2106-3"	"62 years"	"62"	"2015"	"2015"	11204	1450181	772.6
	"Female"	"F"	"White"	"2106-3"	"62 years"	"62"	"2016"	"2016"	11598	1479466	783.9
	"Female"	"F"	"White"	"2106-3"	"62 years"	"62"	"2017"	"2017"	11707	1507169	776.8
	"Female"	"F"	"White"	"2106-3"	"62 years"	"62"	"2018"	"2018"	11765	1497141	785.8
	"Female"	"F"	"White"	"2106-3"	"63 years"	"63"	"1999"	"1999"	8828	854355	1033.3
	"Female"	"F"	"White"	"2106-3"	"63 years"	"63"	"2000"	"2000"	8709	850048	1024.5
	"Female"	"F"	"White"	"2106-3"	"63 years"	"63"	"2001"	"2001"	9042	894375	1011.0
	"Female"	"F"	"White"	"2106-3"	"63 years"	"63"	"2002"	"2002"	8865	899604	985.4
	"Female"	"F"	"White"	"2106-3"	"63 years"	"63"	"2003"	"2003"	8985	926862	969.4
	"Female"	"F"	"White"	"2106-3"	"63 years"	"63"	"2004"	"2004"	9077	952004	953.5
	"Female"	"F"	"White"	"2106-3"	"63 years"	"63"	"2005"	"2005"	9706	1021464	950.2
	"Female"	"F"	"White"	"2106-3"	"63 years"	"63"	"2006"	"2006"	10557	1156556	912.8
	"Female"	"F"	"White"	"2106-3"	"63 years"	"63"	"2007"	"2007"	9816	1094122	897.2
	"Female"	"F"	"White"	"2106-3"	"63 years"	"63"	"2008"	"2008"	9681	1087897	889.9
	"Female"	"F"	"White"	"2106-3"	"63 years"	"63"	"2009"	"2009"	9751	1079692	903.1
	"Female"	"F"	"White"	"2106-3"	"63 years"	"63"	"2010"	"2010"	12006	1410698	851.1
	"Female"	"F"	"White"	"2106-3"	"63 years"	"63"	"2011"	"2011"	11583	1368556	846.4
	"Female"	"F"	"White"	"2106-3"	"63 years"	"63"	"2012"	"2012"	11222	1351079	830.6
	"Female"	"F"	"White"	"2106-3"	"63 years"	"63"	"2013"	"2013"	11018	1351332	815.3
	"Female"	"F"	"White"	"2106-3"	"63 years"	"63"	"2014"	"2014"	11271	1376011	819.1
	"Female"	"F"	"White"	"2106-3"	"63 years"	"63"	"2015"	"2015"	11818	1405102	841.1
	"Female"	"F"	"White"	"2106-3"	"63 years"	"63"	"2016"	"2016"	12054	1438281	838.1
	"Female"	"F"	"White"	"2106-3"	"63 years"	"63"	"2017"	"2017"	12474	1467889	849.8
	"Female"	"F"	"White"	"2106-3"	"63 years"	"63"	"2018"	"2018"	12643	1494046	846.2
	"Female"	"F"	"White"	"2106-3"	"64 years"	"64"	"1999"	"1999"	9758	868866	1123.1
	"Female"	"F"	"White"	"2106-3"	"64 years"	"64"	"2000"	"2000"	9539	849365	1123.1
	"Female"	"F"	"White"	"2106-3"	"64 years"	"64"	"2001"	"2001"	9316	847184	1099.6
	"Female"	"F"	"White"	"2106-3"	"64 years"	"64"	"2002"	"2002"	9603	885791	1084.1
	"Female"	"F"	"White"	"2106-3"	"64 years"	"64"	"2003"	"2003"	9834	890378	1104.5
	"Female"	"F"	"White"	"2106-3"	"64 years"	"64"	"2004"	"2004"	9544	916833	1041.0
	"Female"	"F"	"White"	"2106-3"	"64 years"	"64"	"2005"	"2005"	9635	941275	1023.6
	"Female"	"F"	"White"	"2106-3"	"64 years"	"64"	"2006"	"2006"	10045	1009682	994.9
	"Female"	"F"	"White"	"2106-3"	"64 years"	"64"	"2007"	"2007"	11061	1142604	968.1
	"Female"	"F"	"White"	"2106-3"	"64 years"	"64"	"2008"	"2008"	10672	1079945	988.2
	"Female"	"F"	"White"	"2106-3"	"64 years"	"64"	"2009"	"2009"	10097	1073040	941.0
	"Female"	"F"	"White"	"2106-3"	"64 years"	"64"	"2010"	"2010"	10303	1046312	984.7
	"Female"	"F"	"White"	"2106-3"	"64 years"	"64"	"2011"	"2011"	13098	1469883	891.1
	"Female"	"F"	"White"	"2106-3"	"64 years"	"64"	"2012"	"2012"	12212	1357268	899.7
	"Female"	"F"	"White"	"2106-3"	"64 years"	"64"	"2013"	"2013"	12198	1339839	910.4
	"Female"	"F"	"White"	"2106-3"	"64 years"	"64"	"2014"	"2014"	11877	1340622	885.9
	"Female"	"F"	"White"	"2106-3"	"64 years"	"64"	"2015"	"2015"	12116	1364557	887.9
	"Female"	"F"	"White"	"2106-3"	"64 years"	"64"	"2016"	"2016"	12636	1392830	907.2
	"Female"	"F"	"White"	"2106-3"	"64 years"	"64"	"2017"	"2017"	12909	1425978	905.3
	"Female"	"F"	"White"	"2106-3"	"64 years"	"64"	"2018"	"2018"	12958	1454144	891.1
	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"25 years"	"25"	"1999"	"1999"	47	101138	46.5
	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"25 years"	"25"	"2000"	"2000"	67	103021	65.0
	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"25 years"	"25"	"2001"	"2001"	56	102980	54.4
	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"25 years"	"25"	"2002"	"2002"	50	105233	47.5
	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"25 years"	"25"	"2003"	"2003"	63	107788	58.4
	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"25 years"	"25"	"2004"	"2004"	50	115022	43.5
	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"25 years"	"25"	"2005"	"2005"	70	121862	57.4
	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"25 years"	"25"	"2006"	"2006"	68	126536	53.7
	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"25 years"	"25"	"2007"	"2007"	47	127145	37.0
	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"25 years"	"25"	"2008"	"2008"	61	126908	48.1
	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"25 years"	"25"	"2009"	"2009"	63	128317	49.1
	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"25 years"	"25"	"2010"	"2010"	74	129198	57.3
	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"25 years"	"25"	"2011"	"2011"	61	129671	47.0
	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"25 years"	"25"	"2012"	"2012"	73	134775	54.2
	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"25 years"	"25"	"2013"	"2013"	80	142582	56.1
	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"25 years"	"25"	"2014"	"2014"	91	154106	59.1
	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"25 years"	"25"	"2015"	"2015"	78	162628	48.0
	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"25 years"	"25"	"2016"	"2016"	108	164567	65.6
	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"25 years"	"25"	"2017"	"2017"	83	163757	50.7
	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"25 years"	"25"	"2018"	"2018"	85	162758	52.2
	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"26 years"	"26"	"1999"	"1999"	58	100540	57.7
	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"26 years"	"26"	"2000"	"2000"	52	102353	50.8
	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"26 years"	"26"	"2001"	"2001"	62	110044	56.3
	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"26 years"	"26"	"2002"	"2002"	51	108900	46.8
	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"26 years"	"26"	"2003"	"2003"	45	110047	40.9
	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"26 years"	"26"	"2004"	"2004"	58	112156	51.7
	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"26 years"	"26"	"2005"	"2005"	60	119020	50.4
	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"26 years"	"26"	"2006"	"2006"	66	125562	52.6
	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"26 years"	"26"	"2007"	"2007"	58	129434	44.8
	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"26 years"	"26"	"2008"	"2008"	61	129483	47.1
	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"26 years"	"26"	"2009"	"2009"	62	128516	48.2
	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"26 years"	"26"	"2010"	"2010"	71	128808	55.1
	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"26 years"	"26"	"2011"	"2011"	71	132722	53.5
	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"26 years"	"26"	"2012"	"2012"	79	137229	57.6
	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"26 years"	"26"	"2013"	"2013"	73	140207	52.1
	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"26 years"	"26"	"2014"	"2014"	70	150895	46.4
	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"26 years"	"26"	"2015"	"2015"	89	162312	54.8
	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"26 years"	"26"	"2016"	"2016"	84	167316	50.2
	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"26 years"	"26"	"2017"	"2017"	96	172630	55.6
	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"26 years"	"26"	"2018"	"2018"	101	170057	59.4
	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"27 years"	"27"	"1999"	"1999"	67	106146	63.1
	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"27 years"	"27"	"2000"	"2000"	59	108436	54.4
	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"27 years"	"27"	"2001"	"2001"	62	110552	56.1
	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"27 years"	"27"	"2002"	"2002"	60	115690	51.9
	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"27 years"	"27"	"2003"	"2003"	51	113682	44.9
	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"27 years"	"27"	"2004"	"2004"	59	114534	51.5
	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"27 years"	"27"	"2005"	"2005"	66	116490	56.7
	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"27 years"	"27"	"2006"	"2006"	56	123285	45.4
	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"27 years"	"27"	"2007"	"2007"	50	129289	38.7
	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"27 years"	"27"	"2008"	"2008"	56	132879	42.1
	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"27 years"	"27"	"2009"	"2009"	69	132394	52.1
	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"27 years"	"27"	"2010"	"2010"	70	131145	53.4
	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"27 years"	"27"	"2011"	"2011"	79	133105	59.4
	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"27 years"	"27"	"2012"	"2012"	73	139696	52.3
	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"27 years"	"27"	"2013"	"2013"	73	142467	51.2
	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"27 years"	"27"	"2014"	"2014"	74	147717	50.1
	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"27 years"	"27"	"2015"	"2015"	80	158530	50.5
	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"27 years"	"27"	"2016"	"2016"	71	166176	42.7
	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"27 years"	"27"	"2017"	"2017"	91	175436	51.9
	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"27 years"	"27"	"2018"	"2018"	119	178723	66.6
	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"28 years"	"28"	"1999"	"1999"	47	103526	45.4
	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"28 years"	"28"	"2000"	"2000"	67	108734	61.6
	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"28 years"	"28"	"2001"	"2001"	63	113626	55.4
	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"28 years"	"28"	"2002"	"2002"	67	114875	58.3
	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"28 years"	"28"	"2003"	"2003"	55	118847	46.3
	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"28 years"	"28"	"2004"	"2004"	42	116226	36.1
	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"28 years"	"28"	"2005"	"2005"	55	116512	47.2
	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"28 years"	"28"	"2006"	"2006"	66	117985	55.9
	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"28 years"	"28"	"2007"	"2007"	67	123683	54.2
	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"28 years"	"28"	"2008"	"2008"	58	128811	45.0
	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"28 years"	"28"	"2009"	"2009"	54	131348	41.1
	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"28 years"	"28"	"2010"	"2010"	80	130437	61.3
	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"28 years"	"28"	"2011"	"2011"	65	134284	48.4
	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"28 years"	"28"	"2012"	"2012"	83	139630	59.4
	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"28 years"	"28"	"2013"	"2013"	76	144829	52.5
	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"28 years"	"28"	"2014"	"2014"	77	149501	51.5
	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"28 years"	"28"	"2015"	"2015"	87	155123	56.1
	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"28 years"	"28"	"2016"	"2016"	106	161784	65.5
	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"28 years"	"28"	"2017"	"2017"	111	174175	63.7
	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"28 years"	"28"	"2018"	"2018"	109	181184	60.2
	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"29 years"	"29"	"1999"	"1999"	46	101838	45.2
	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"29 years"	"29"	"2000"	"2000"	67	110001	60.9
	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"29 years"	"29"	"2001"	"2001"	63	114653	54.9
	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"29 years"	"29"	"2002"	"2002"	50	116686	42.9
	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"29 years"	"29"	"2003"	"2003"	66	116725	56.5
	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"29 years"	"29"	"2004"	"2004"	55	119877	45.9
	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"29 years"	"29"	"2005"	"2005"	61	116723	52.3
	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"29 years"	"29"	"2006"	"2006"	54	116359	46.4
	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"29 years"	"29"	"2007"	"2007"	56	116715	48.0
	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"29 years"	"29"	"2008"	"2008"	68	121314	56.1
	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"29 years"	"29"	"2009"	"2009"	68	125142	54.3
	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"29 years"	"29"	"2010"	"2010"	53	126825	41.8
	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"29 years"	"29"	"2011"	"2011"	67	135457	49.5
	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"29 years"	"29"	"2012"	"2012"	88	140519	62.6
	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"29 years"	"29"	"2013"	"2013"	92	144353	63.7
	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"29 years"	"29"	"2014"	"2014"	97	151386	64.1
	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"29 years"	"29"	"2015"	"2015"	101	156885	64.4
	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"29 years"	"29"	"2016"	"2016"	82	158413	51.8
	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"29 years"	"29"	"2017"	"2017"	96	169602	56.6
	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"29 years"	"29"	"2018"	"2018"	96	179637	53.4
	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"30 years"	"30"	"1999"	"1999"	48	101987	47.1
	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"30 years"	"30"	"2000"	"2000"	54	111847	48.3
	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"30 years"	"30"	"2001"	"2001"	64	114178	56.1
	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"30 years"	"30"	"2002"	"2002"	50	119248	41.9
	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"30 years"	"30"	"2003"	"2003"	70	121414	57.7
	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"30 years"	"30"	"2004"	"2004"	57	121932	46.7
	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"30 years"	"30"	"2005"	"2005"	64	125832	50.9
	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"30 years"	"30"	"2006"	"2006"	55	123123	44.7
	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"30 years"	"30"	"2007"	"2007"	51	122906	41.5
	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"30 years"	"30"	"2008"	"2008"	65	123680	52.6
	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"30 years"	"30"	"2009"	"2009"	51	128662	39.6
	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"30 years"	"30"	"2010"	"2010"	71	132590	53.5
	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"30 years"	"30"	"2011"	"2011"	68	130550	52.1
	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"30 years"	"30"	"2012"	"2012"	72	141180	51.0
	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"30 years"	"30"	"2013"	"2013"	70	144933	48.3
	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"30 years"	"30"	"2014"	"2014"	70	150377	46.5
	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"30 years"	"30"	"2015"	"2015"	76	158469	48.0
